EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
6899,24,Travel_Rarely,1206,Research & Development,17,1.0,Medical,4.0,Female,41,2.0,2.0,Manufacturing Director,3.0,Divorced,4377,24117,1,No,15,3.0,2.0,80,2.0,5,6,3.0,5368,2,3,2,0,52524
6900,24,Travel_Rarely,1206,Research & Development,17,1.0,Medical,4.0,Female,41,2.0,2.0,Manufacturing Director,3.0,Divorced,4377,24117,1,No,15,3.0,2.0,80,2.0,5,6,3.0,5368,2,3,2,0,52524
6901,55,Travel_Rarely,685,Sales,26,5.0,Marketing,3.0,Male,60,2.0,5.0,Manager,4.0,Married,19586,23037,1,No,21,4.0,3.0,80,1.0,36,3,3.0,36,7105,2,13,1,235032
6902,35,Travel_Rarely,1214,Research & Development,1,3.0,Medical,2.0,Male,30,2.0,1.0,Research Scientist,3.0,Single,2859,26278,1,No,18,3.0,1.0,80,0.0,6,3,3.0,1282,4,0,4,1,34308
6903,35,Travel_Rarely,1214,Research & Development,1,3.0,Medical,2.0,Male,30,2.0,1.0,Research Scientist,3.0,Single,2859,26278,1,No,18,3.0,1.0,80,0.0,6,3,3.0,1282,4,0,4,1,34308
6904,31,Non-Travel,976,Research & Development,3,2.0,Medical,3.0,Male,48,3.0,1.0,Research Scientist,1.0,Divorced,3065,3995,1,Yes,13,3.0,4.0,80,1.0,4,3,4.0,4,2,2,3,1,36780
6905,31,Non-Travel,976,Research & Development,3,2.0,Medical,3.0,Male,48,3.0,1.0,Research Scientist,1.0,Divorced,3065,3995,1,Yes,13,3.0,4.0,80,1.0,4,3,4.0,4,2,2,3,1,36780
6906,34,Travel_Rarely,182,Research & Development,1,4.0,Life Sciences,2.0,Female,72,4.0,1.0,Research Scientist,4.0,Single,3280,13551,2,No,16,3.0,3.0,80,0.0,10,2,3.0,4,2,1,3,0,39360
6907,34,Travel_Rarely,182,Research & Development,1,4.0,Life Sciences,2.0,Female,72,4.0,1.0,Research Scientist,4.0,Single,3280,13551,2,No,16,3.0,3.0,80,0.0,10,2,3.0,4,2,1,3,0,39360
6908,60,Travel_Rarely,1179,Sales,16,4.0,Marketing,1.0,Male,84,3.0,2.0,Sales Executive,1.0,Single,5405,11924,8,No,14,3.0,4.0,80,0.0,10,1,3.0,2925,2,2,2,0,64860
6909,60,Travel_Rarely,1179,Sales,16,4.0,Marketing,1.0,Male,84,3.0,2.0,Sales Executive,1.0,Single,5405,11924,8,No,14,3.0,4.0,80,0.0,10,1,3.0,2925,2,2,2,1,64860
6910,60,Travel_Rarely,1179,Sales,16,4.0,Marketing,1.0,Male,84,3.0,2.0,Sales Executive,1.0,Single,5405,11924,8,No,14,3.0,4.0,80,0.0,10,1,3.0,2925,2,2,2,1,64860
6911,30,Travel_Rarely,1288,Sales,29,4.0,Technical Degree,3.0,Male,33,3.0,3.0,Sales Executive,2.0,Married,9250,17799,3,No,12,3.0,2.0,80,1.0,9,3,3.0,4,2,1,3,1,111000
6912,30,Travel_Rarely,1288,Sales,29,4.0,Technical Degree,3.0,Male,33,3.0,3.0,Sales Executive,2.0,Married,9250,17799,3,No,12,3.0,2.0,80,1.0,9,3,3.0,4,2,1,3,0,111000
6913,30,Travel_Rarely,1288,Sales,29,4.0,Technical Degree,3.0,Male,33,3.0,3.0,Sales Executive,2.0,Married,9250,17799,3,No,12,3.0,2.0,80,1.0,9,3,3.0,4,2,1,3,0,111000
6914,22,Non-Travel,457,Research & Development,26,2.0,Other,2.0,Female,85,2.0,1.0,Research Scientist,3.0,Married,2814,10293,1,Yes,14,3.0,2.0,80,0.0,5670,2,2.0,4,2,1,3,0,33768
6915,22,Non-Travel,457,Research & Development,26,2.0,Other,2.0,Female,85,2.0,1.0,Research Scientist,3.0,Married,2814,10293,1,Yes,14,3.0,2.0,80,0.0,5670,2,2.0,4,2,1,3,1,33768
6916,22,Non-Travel,457,Research & Development,26,2.0,Other,2.0,Female,85,2.0,1.0,Research Scientist,3.0,Married,2814,10293,1,Yes,14,3.0,2.0,80,0.0,5670,2,2.0,4,2,1,3,1,33768
6917,2095,Travel_Rarely,996,Research & Development,3,2.0,Medical,4.0,Male,100,2.0,1.0,Research Scientist,3.0,Single,3230,10531,1,No,17,3.0,1.0,80,0.0,3,4,4.0,3,2,1,0,1,38760
6918,2095,Travel_Rarely,996,Research & Development,3,2.0,Medical,4.0,Male,100,2.0,1.0,Research Scientist,3.0,Single,3230,10531,1,No,17,3.0,1.0,80,0.0,3,4,4.0,3,2,1,0,1,38760
6919,38,Travel_Rarely,1495,Research & Development,10,3.0,Medical,3.0,Female,76,3.0,2.0,Healthcare Representative,3.0,Married,9824,22174,3,No,19,3.0,3.0,80,1.0,18,4,3.0,1,0,0,8712,1,117888
6920,38,Travel_Rarely,1495,Research & Development,10,3.0,Medical,3.0,Female,76,3.0,2.0,Healthcare Representative,3.0,Married,9824,22174,3,No,19,3.0,3.0,80,1.0,18,4,3.0,1,0,0,8712,1,117888
6921,40,Travel_Rarely,300,Sales,26,3.0,Marketing,3.0,Male,74,3.0,2.0,Sales Executive,1.0,Married,8396,22217,1,No,14,3.0,2.0,80,1.0,8,3,2.0,7,8497,7,5,1,100752
6922,38,Travel_Rarely,1495,Research & Development,4,2.0,Medical,4.0,Female,87,3.0,1.0,Laboratory Technician,3.0,Married,3306,26176,7,No,19,3.0,4.0,80,1.0,6606,5,2.0,0,0,0,0,1,39672
6923,38,Travel_Rarely,1495,Research & Development,4,2.0,Medical,4.0,Female,87,3.0,1.0,Laboratory Technician,3.0,Married,3306,26176,7,No,19,3.0,4.0,80,1.0,6606,5,2.0,0,0,0,0,0,39672
6924,29,Travel_Rarely,121,Sales,27,3.0,Marketing,2.0,Female,35,3.0,3.0,Sales Executive,4.0,Married,7639,24525,1,No,22,4.0,4.0,80,3.0,10,3,2.0,10,4,1,4811,1,91668
6925,29,Travel_Rarely,121,Sales,27,3.0,Marketing,2.0,Female,35,3.0,3.0,Sales Executive,4.0,Married,7639,24525,1,No,22,4.0,4.0,80,3.0,10,3,2.0,10,4,1,4811,1,91668
6926,27,Travel_Rarely,1167,Research & Development,4,2.0,Life Sciences,1.0,Male,76,3.0,1.0,Research Scientist,3.0,Divorced,2517,3208,1,No,11,3.0,2.0,80,3.0,5,2,3.0,5,3,0,3,1,30204
6927,27,Travel_Rarely,1167,Research & Development,4,2.0,Life Sciences,1.0,Male,76,3.0,1.0,Research Scientist,3.0,Divorced,2517,3208,1,No,11,3.0,2.0,80,3.0,5,2,3.0,5,3,0,3,1,30204
6928,34,Travel_Rarely,304,Sales,2,3.0,Other,4.0,Male,60,3.0,2.0,Sales Executive,4.0,Single,6274,18686,1,No,22,4.0,3.0,80,0.0,6,5,3.0,6,5,1,4,1,75288
6929,34,Travel_Rarely,304,Sales,2,3.0,Other,4.0,Male,60,3.0,2.0,Sales Executive,4.0,Single,6274,18686,1,No,22,4.0,3.0,80,0.0,6,5,3.0,6,5,1,4,1,75288
6930,34,Travel_Rarely,304,Sales,2,3.0,Other,4.0,Male,60,3.0,2.0,Sales Executive,4.0,Single,6274,18686,1,No,22,4.0,3.0,80,0.0,6,5,3.0,6,5,1,4,1,75288
6931,23,Travel_Rarely,160,Research & Development,4,1.0,Medical,3.0,Female,51,3.0,1.0,Laboratory Technician,2.0,Single,3295,12862,1,No,13,3.0,3.0,80,0.0,3,3,1.0,3,2,1,2,1,39540
6932,28,Non-Travel,1476,Research & Development,1,3.0,Life Sciences,3.0,Female,55,1.0,2.0,Laboratory Technician,4.0,Married,6674,16392,0,No,11,3.0,1.0,80,3.0,10,6,3.0,2203,8,7,5,1,80088
6933,28,Non-Travel,1476,Research & Development,1,3.0,Life Sciences,3.0,Female,55,1.0,2.0,Laboratory Technician,4.0,Married,6674,16392,0,No,11,3.0,1.0,80,3.0,10,6,3.0,2203,8,7,5,1,80088
6934,28,Non-Travel,1476,Research & Development,1,3.0,Life Sciences,3.0,Female,55,1.0,2.0,Laboratory Technician,4.0,Married,6674,16392,0,No,11,3.0,1.0,80,3.0,10,6,3.0,2203,8,7,5,1,80088
6935,55,Travel_Rarely,478,Research & Development,2,3.0,Medical,3.0,Male,60,2.0,5.0,Research Director,1.0,Married,19038,19805,8,No,12,3.0,2.0,80,3.0,34,2,3.0,1,3802,0,0,1,228456
6936,55,Travel_Rarely,478,Research & Development,2,3.0,Medical,3.0,Male,60,2.0,5.0,Research Director,1.0,Married,19038,19805,8,No,12,3.0,2.0,80,3.0,34,2,3.0,1,3802,0,0,1,228456
6937,33,Travel_Frequently,430,Sales,7,3.0,Medical,4.0,Male,54,3.0,2.0,Sales Executive,1.0,Married,4373,17456,0,No,14,3.0,1.0,80,2.0,5,2,3.0,4,5274,0,3,1,52476
6938,33,Travel_Frequently,430,Sales,7,3.0,Medical,4.0,Male,54,3.0,2.0,Sales Executive,1.0,Married,4373,17456,0,No,14,3.0,1.0,80,2.0,5,2,3.0,4,5274,0,3,1,52476
6939,33,Travel_Frequently,430,Sales,7,3.0,Medical,4.0,Male,54,3.0,2.0,Sales Executive,1.0,Married,4373,17456,0,No,14,3.0,1.0,80,2.0,5,2,3.0,4,5274,0,3,1,52476
6940,31,Travel_Rarely,688,Sales,7,3.0,Life Sciences,3.0,Male,44,2.0,3.0,Manager,4.0,Divorced,11557,25291,9,No,21,4.0,3.0,80,1.0,10,3,2.0,5,4,0,1,0,138684
6941,31,Travel_Rarely,688,Sales,7,3.0,Life Sciences,3.0,Male,44,2.0,3.0,Manager,4.0,Divorced,11557,25291,9,No,21,4.0,3.0,80,1.0,10,3,2.0,5,4,0,1,1,138684
6942,35,Travel_Rarely,1137,Research & Development,21,1.0,Life Sciences,4.0,Female,51,3.0,2.0,Healthcare Representative,4.0,Married,4014,19170,1,Yes,25,4.0,4.0,80,1.0,10,2,1.0,10,6,0,9772,1,48168
6943,35,Travel_Rarely,1137,Research & Development,21,1.0,Life Sciences,4.0,Female,51,3.0,2.0,Healthcare Representative,4.0,Married,4014,19170,1,Yes,25,4.0,4.0,80,1.0,10,2,1.0,10,6,0,9772,0,48168
6944,34,Non-Travel,999,Research & Development,26,1.0,Technical Degree,1.0,Female,92,2.0,1.0,Research Scientist,3.0,Divorced,2029,15891,1,No,20,4.0,3.0,80,3.0,5,2,3.0,5,4551,0,0,1,24348
6945,36,Travel_Frequently,541,Sales,535160,4.0,Medical,1.0,Male,48,2.0,3.0,Sales Executive,4.0,Married,9699,7246,4,No,11,3.0,1.0,80,1.0,16,2,3.0,13,9,1,12,0,116388
6946,36,Travel_Frequently,541,Sales,535160,4.0,Medical,1.0,Male,48,2.0,3.0,Sales Executive,4.0,Married,9699,7246,4,No,11,3.0,1.0,80,1.0,16,2,3.0,13,9,1,12,1,116388
6947,36,Travel_Frequently,541,Sales,535160,4.0,Medical,1.0,Male,48,2.0,3.0,Sales Executive,4.0,Married,9699,7246,4,No,11,3.0,1.0,80,1.0,16,2,3.0,13,9,1,12,1,116388
6948,31,Travel_Rarely,196,Sales,29,4.0,Marketing,1.0,Female,91,2.0,2.0,Sales Executive,4.0,Married,5468,13402,1,No,14,3.0,1.0,80,2.0,13,3,3.0,12,7,6350,7,0,65616
6949,2275,Travel_Rarely,608,Research & Development,1,2.0,Life Sciences,3.0,Female,68,3.0,3.0,Manufacturing Director,1.0,Married,7412,6009,1,No,11,3.0,4.0,80,0.0,9,3,3.0,9,7,0,7,1,88944
6950,40,Travel_Frequently,902,Research & Development,26,2.0,Medical,3.0,Female,92,2.0,2.0,Research Scientist,4.0,Married,4422,21203,3,Yes,13,3.0,4.0,80,1.0,16,3,1.0,1,1,6968,0,1,53064
6951,40,Travel_Frequently,902,Research & Development,26,2.0,Medical,3.0,Female,92,2.0,2.0,Research Scientist,4.0,Married,4422,21203,3,Yes,13,3.0,4.0,80,1.0,16,3,1.0,1,1,6968,0,1,53064
6952,40,Travel_Frequently,902,Research & Development,26,2.0,Medical,3.0,Female,92,2.0,2.0,Research Scientist,4.0,Married,4422,21203,3,Yes,13,3.0,4.0,80,1.0,16,3,1.0,1,1,6968,0,1,53064
6953,35,Travel_Frequently,853,Sales,161435,5.0,Life Sciences,2.0,Male,71,3.0,3.0,Sales Executive,1.0,Married,9069,11031,1,No,22,4.0,4.0,80,1.0,9,3,2.0,9,8,1,8,0,108828
6954,35,Travel_Frequently,853,Sales,161435,5.0,Life Sciences,2.0,Male,71,3.0,3.0,Sales Executive,1.0,Married,9069,11031,1,No,22,4.0,4.0,80,1.0,9,3,2.0,9,8,1,8,1,108828
6955,35,Travel_Frequently,853,Sales,161435,5.0,Life Sciences,2.0,Male,71,3.0,3.0,Sales Executive,1.0,Married,9069,11031,1,No,22,4.0,4.0,80,1.0,9,3,2.0,9,8,1,8,1,108828
6956,45,Travel_Rarely,252,Research & Development,119377,3.0,Life Sciences,2.0,Female,95,2.0,1.0,Research Scientist,3.0,Single,2274,6153,1,No,14,3.0,4.0,80,0.0,1,3,3.0,1,0,0,0,1,27288
6957,45,Travel_Rarely,252,Research & Development,119377,3.0,Life Sciences,2.0,Female,95,2.0,1.0,Research Scientist,3.0,Single,2274,6153,1,No,14,3.0,4.0,80,0.0,1,3,3.0,1,0,0,0,1,27288
6958,45,Travel_Rarely,252,Research & Development,119377,3.0,Life Sciences,2.0,Female,95,2.0,1.0,Research Scientist,3.0,Single,2274,6153,1,No,14,3.0,4.0,80,0.0,1,3,3.0,1,0,0,0,1,27288
6959,38,Travel_Rarely,1180,Research & Development,29,1.0,Medical,2.0,Male,70,3.0,2.0,Healthcare Representative,1.0,Married,6673,11354,7,Yes,19,3.0,2.0,80,0.0,17,2,3.0,1,0,0,0,1,80076
6960,38,Travel_Rarely,1180,Research & Development,29,1.0,Medical,2.0,Male,70,3.0,2.0,Healthcare Representative,1.0,Married,6673,11354,7,Yes,19,3.0,2.0,80,0.0,17,2,3.0,1,0,0,0,1,80076
6961,38,Travel_Rarely,1180,Research & Development,29,1.0,Medical,2.0,Male,70,3.0,2.0,Healthcare Representative,1.0,Married,6673,11354,7,Yes,19,3.0,2.0,80,0.0,17,2,3.0,1,0,0,0,0,80076
6962,44,Non-Travel,489,Research & Development,23,3.0,Medical,2.0,Male,67,3.0,2.0,Laboratory Technician,2.0,Married,2042,25043,4,No,12,3.0,3.0,80,1.0,17,3,4.0,3,2,1,2,1,24504
6963,44,Non-Travel,489,Research & Development,23,3.0,Medical,2.0,Male,67,3.0,2.0,Laboratory Technician,2.0,Married,2042,25043,4,No,12,3.0,3.0,80,1.0,17,3,4.0,3,2,1,2,1,24504
6964,44,Non-Travel,489,Research & Development,23,3.0,Medical,2.0,Male,67,3.0,2.0,Laboratory Technician,2.0,Married,2042,25043,4,No,12,3.0,3.0,80,1.0,17,3,4.0,3,2,1,2,0,24504
6965,27,Travel_Rarely,1240,Research & Development,2,4.0,Life Sciences,4.0,Female,33,3.0,1.0,Laboratory Technician,1.0,Divorced,2341,19715,1,No,13,3.0,4.0,80,1.0,5002,6,3.0,1,0,0,0,1,28092
6966,27,Travel_Rarely,1240,Research & Development,2,4.0,Life Sciences,4.0,Female,33,3.0,1.0,Laboratory Technician,1.0,Divorced,2341,19715,1,No,13,3.0,4.0,80,1.0,5002,6,3.0,1,0,0,0,1,28092
6967,37,Travel_Rarely,558,Sales,2,3.0,Marketing,4.0,Male,75,3.0,2.0,Sales Executive,3.0,Married,9602,3010,4,Yes,11,3.0,3.0,80,1.0,17,3,2.0,2785,0,1,0,1,115224
6968,37,Travel_Rarely,558,Sales,2,3.0,Marketing,4.0,Male,75,3.0,2.0,Sales Executive,3.0,Married,9602,3010,4,Yes,11,3.0,3.0,80,1.0,17,3,2.0,2785,0,1,0,1,115224
6969,23,Travel_Rarely,310,Research & Development,10,1.0,Medical,1.0,Male,79,4.0,1.0,Research Scientist,3.0,Single,3505,19630,1,No,18,3.0,4.0,80,0.0,2,3,3.0,2,2,0,2,1,42060
6970,23,Travel_Rarely,310,Research & Development,10,1.0,Medical,1.0,Male,79,4.0,1.0,Research Scientist,3.0,Single,3505,19630,1,No,18,3.0,4.0,80,0.0,2,3,3.0,2,2,0,2,0,42060
6971,6399,Non-Travel,444,Research & Development,2,1.0,Medical,3.0,Male,40,2.0,4.0,Manager,1.0,Single,16756,17323,7,No,15,3.0,2.0,80,0.0,31,3,4.0,9,7,6,2,1,201072
6972,6399,Non-Travel,444,Research & Development,2,1.0,Medical,3.0,Male,40,2.0,4.0,Manager,1.0,Single,16756,17323,7,No,15,3.0,2.0,80,0.0,31,3,4.0,9,7,6,2,1,201072
6973,6399,Non-Travel,444,Research & Development,2,1.0,Medical,3.0,Male,40,2.0,4.0,Manager,1.0,Single,16756,17323,7,No,15,3.0,2.0,80,0.0,31,3,4.0,9,7,6,2,1,201072
6974,55,Travel_Rarely,1229,Research & Development,4,4.0,Life Sciences,4.0,Male,30,3.0,2.0,Healthcare Representative,3.0,Married,4035,16143,0,Yes,16,3.0,2.0,80,0.0,4,2,3.0,3,2,1,2,1,48420
6975,29,Travel_Frequently,806,Research & Development,1,4.0,Life Sciences,2.0,Male,76,1.0,1.0,Research Scientist,4.0,Divorced,2720,18959,1,No,18,3.0,4.0,80,1.0,10,5,3.0,10,7,2,8,1,32640
6976,29,Travel_Frequently,806,Research & Development,1,4.0,Life Sciences,2.0,Male,76,1.0,1.0,Research Scientist,4.0,Divorced,2720,18959,1,No,18,3.0,4.0,80,1.0,10,5,3.0,10,7,2,8,1,32640
6977,50,Non-Travel,145,Sales,1,3.0,Life Sciences,4.0,Female,95,3.0,2.0,Sales Executive,3.0,Married,6347,24920,0,No,12,3.0,1.0,80,1.0,19,3,3.0,18,7,0,13,1,76164
6978,50,Non-Travel,145,Sales,1,3.0,Life Sciences,4.0,Female,95,3.0,2.0,Sales Executive,3.0,Married,6347,24920,0,No,12,3.0,1.0,80,1.0,19,3,3.0,18,7,0,13,1,76164
6979,4935,Travel_Frequently,921,Research & Development,1,1.0,Medical,1.0,Female,66,2.0,1.0,Research Scientist,3.0,Divorced,2007,25265,1,No,13,3.0,3.0,80,2.0,5,5,3.0,5,3,1,3,1,24084
6980,4935,Travel_Frequently,921,Research & Development,1,1.0,Medical,1.0,Female,66,2.0,1.0,Research Scientist,3.0,Divorced,2007,25265,1,No,13,3.0,3.0,80,2.0,5,5,3.0,5,3,1,3,1,24084
6981,33,Travel_Rarely,586,Sales,1,3.0,Medical,1.0,Male,48,4.0,2.0,Sales Executive,1.0,Divorced,4037,21816,1,No,22,4.0,1.0,80,1.0,9,5,3.0,9,8,0,4210,1,48444
6982,33,Travel_Rarely,586,Sales,1,3.0,Medical,1.0,Male,48,4.0,2.0,Sales Executive,1.0,Divorced,4037,21816,1,No,22,4.0,1.0,80,1.0,9,5,3.0,9,8,0,4210,0,48444
6983,33,Travel_Rarely,586,Sales,1,3.0,Medical,1.0,Male,48,4.0,2.0,Sales Executive,1.0,Divorced,4037,21816,1,No,22,4.0,1.0,80,1.0,9,5,3.0,9,8,0,4210,1,48444
6984,43,Travel_Rarely,1372,Sales,9,3.0,Marketing,1.0,Female,85,1.0,2.0,Sales Executive,3.0,Single,5346,9489,8,No,13,3.0,2.0,80,0.0,7,2,2.0,4,3,1639,3,1,64152
6985,30,Travel_Frequently,600,Human Resources,8,3.0,Human Resources,3.0,Female,66,2.0,1.0,Human Resources,4.0,Divorced,2180,9732,6,No,11,3.0,3.0,80,1.0,6,0,2.0,4,2,7859,2,1,26160
6986,30,Travel_Frequently,600,Human Resources,8,3.0,Human Resources,3.0,Female,66,2.0,1.0,Human Resources,4.0,Divorced,2180,9732,6,No,11,3.0,3.0,80,1.0,6,0,2.0,4,2,7859,2,1,26160
6987,42,Travel_Rarely,916,Research & Development,17,2.0,Life Sciences,4.0,Female,82,4.0,2.0,Research Scientist,1.0,Single,6545,23016,3,Yes,13,3.0,3.0,80,0.0,10,1,3.0,3,2,0,6606,0,78540
6988,42,Travel_Rarely,916,Research & Development,17,2.0,Life Sciences,4.0,Female,82,4.0,2.0,Research Scientist,1.0,Single,6545,23016,3,Yes,13,3.0,3.0,80,0.0,10,1,3.0,3,2,0,6606,1,78540
6989,42,Travel_Rarely,916,Research & Development,17,2.0,Life Sciences,4.0,Female,82,4.0,2.0,Research Scientist,1.0,Single,6545,23016,3,Yes,13,3.0,3.0,80,0.0,10,1,3.0,3,2,0,6606,1,78540
6990,30,Non-Travel,111,Research & Development,9,3.0,Medical,3.0,Male,66,3.0,2.0,Laboratory Technician,1.0,Divorced,3072,11012,1,No,11,3.0,3.0,80,2.0,12,4,3.0,1375,9,6,10,1,36864
6991,32,Travel_Frequently,1318,Sales,10,4.0,Marketing,4.0,Male,79,3.0,2.0,Sales Executive,4.0,Single,4648,26075,8,No,13,3.0,3.0,80,0.0,4,2,4.0,0,0,7427,0,1,55776
6992,32,Travel_Frequently,1318,Sales,10,4.0,Marketing,4.0,Male,79,3.0,2.0,Sales Executive,4.0,Single,4648,26075,8,No,13,3.0,3.0,80,0.0,4,2,4.0,0,0,7427,0,0,55776
6993,32,Travel_Frequently,1318,Sales,10,4.0,Marketing,4.0,Male,79,3.0,2.0,Sales Executive,4.0,Single,4648,26075,8,No,13,3.0,3.0,80,0.0,4,2,4.0,0,0,7427,0,0,55776
6994,36,Travel_Rarely,917,Research & Development,6,4.0,Life Sciences,3.0,Male,60,1.0,1.0,Laboratory Technician,3.0,Divorced,2741,6865,1,No,14,3.0,3.0,80,1.0,7,4,3.0,7,9120,1,7,0,32892
6995,36,Travel_Rarely,917,Research & Development,6,4.0,Life Sciences,3.0,Male,60,1.0,1.0,Laboratory Technician,3.0,Divorced,2741,6865,1,No,14,3.0,3.0,80,1.0,7,4,3.0,7,9120,1,7,1,32892
6996,36,Travel_Rarely,917,Research & Development,6,4.0,Life Sciences,3.0,Male,60,1.0,1.0,Laboratory Technician,3.0,Divorced,2741,6865,1,No,14,3.0,3.0,80,1.0,7,4,3.0,7,9120,1,7,0,32892
6997,28,Travel_Rarely,736,Sales,26,3.0,Life Sciences,3.0,Male,48,2.0,2.0,Sales Executive,1.0,Married,4724,24232,1,No,11,3.0,3.0,80,1.0,5,0,3.0,5,3,0,4,0,56688
6998,28,Travel_Rarely,736,Sales,26,3.0,Life Sciences,3.0,Male,48,2.0,2.0,Sales Executive,1.0,Married,4724,24232,1,No,11,3.0,3.0,80,1.0,5,0,3.0,5,3,0,4,0,56688
6999,28,Travel_Rarely,736,Sales,26,3.0,Life Sciences,3.0,Male,48,2.0,2.0,Sales Executive,1.0,Married,4724,24232,1,No,11,3.0,3.0,80,1.0,5,0,3.0,5,3,0,4,0,56688
7000,49,Travel_Rarely,1184,Sales,11,3.0,Marketing,3.0,Female,43,3.0,3.0,Sales Executive,4.0,Married,7654,5860,1,No,18,3.0,1.0,80,2.0,9,3,4.0,9,8,2922,7,1,91848
7001,49,Travel_Rarely,1184,Sales,11,3.0,Marketing,3.0,Female,43,3.0,3.0,Sales Executive,4.0,Married,7654,5860,1,No,18,3.0,1.0,80,2.0,9,3,4.0,9,8,2922,7,0,91848
7002,28,Travel_Rarely,640,Research & Development,1,3.0,Technical Degree,4.0,Male,84,3.0,1.0,Research Scientist,1.0,Single,2080,4732,2,No,11,3.0,2.0,80,0.0,5,2,2.0,3,3033,1,2,0,24960
7003,28,Travel_Rarely,640,Research & Development,1,3.0,Technical Degree,4.0,Male,84,3.0,1.0,Research Scientist,1.0,Single,2080,4732,2,No,11,3.0,2.0,80,0.0,5,2,2.0,3,3033,1,2,1,24960
7004,44,Travel_Rarely,1488,Sales,1,5.0,Marketing,2.0,Female,75,3.0,2.0,Sales Executive,1.0,Divorced,5454,4009,5,Yes,21,4.0,3.0,80,1.0,9,2,2.0,4,3,1,3,1,65448
7005,44,Travel_Rarely,1488,Sales,1,5.0,Marketing,2.0,Female,75,3.0,2.0,Sales Executive,1.0,Divorced,5454,4009,5,Yes,21,4.0,3.0,80,1.0,9,2,2.0,4,3,1,3,1,65448
7006,25,Travel_Rarely,1372,Sales,18,1.0,Life Sciences,1.0,Male,93,4.0,2.0,Sales Executive,3.0,Married,6232,12477,2,No,11,3.0,2.0,80,0.0,6,3,2.0,3,2,1,2,1,74784
7007,25,Travel_Rarely,1372,Sales,18,1.0,Life Sciences,1.0,Male,93,4.0,2.0,Sales Executive,3.0,Married,6232,12477,2,No,11,3.0,2.0,80,0.0,6,3,2.0,3,2,1,2,1,74784
7008,25,Travel_Rarely,1372,Sales,18,1.0,Life Sciences,1.0,Male,93,4.0,2.0,Sales Executive,3.0,Married,6232,12477,2,No,11,3.0,2.0,80,0.0,6,3,2.0,3,2,1,2,1,74784
7009,55,Travel_Rarely,147,Research & Development,20,2.0,Technical Degree,2.0,Male,37,3.0,2.0,Laboratory Technician,4.0,Married,5415,15972,3,Yes,19,3.0,4.0,80,1.0,12,4,3.0,3734,7,0,8,1,64980
7010,55,Travel_Rarely,147,Research & Development,20,2.0,Technical Degree,2.0,Male,37,3.0,2.0,Laboratory Technician,4.0,Married,5415,15972,3,Yes,19,3.0,4.0,80,1.0,12,4,3.0,3734,7,0,8,0,64980
7011,39,Travel_Rarely,722,Sales,24,1.0,Marketing,2.0,Female,60,2.0,4.0,Sales Executive,4.0,Married,12031,8828,0,No,11,3.0,1.0,80,1.0,21,2,2.0,20,9,2282,6,1,144372
7012,39,Travel_Rarely,722,Sales,24,1.0,Marketing,2.0,Female,60,2.0,4.0,Sales Executive,4.0,Married,12031,8828,0,No,11,3.0,1.0,80,1.0,21,2,2.0,20,9,2282,6,1,144372
7013,29,Travel_Rarely,1176,Sales,3,2.0,Medical,2.0,Female,62,3.0,2.0,Sales Executive,3.0,Married,5561,3487,1,No,14,3.0,1.0,80,1.0,6,5,2.0,6,0,1,2,0,66732
7014,29,Travel_Rarely,1176,Sales,3,2.0,Medical,2.0,Female,62,3.0,2.0,Sales Executive,3.0,Married,5561,3487,1,No,14,3.0,1.0,80,1.0,6,5,2.0,6,0,1,2,1,66732
7015,29,Travel_Rarely,1176,Sales,3,2.0,Medical,2.0,Female,62,3.0,2.0,Sales Executive,3.0,Married,5561,3487,1,No,14,3.0,1.0,80,1.0,6,5,2.0,6,0,1,2,1,66732
7016,38,Travel_Rarely,395,Sales,9,3.0,Marketing,2.0,Male,98,2.0,1.0,Sales Representative,2.0,Married,2899,12102,0,No,19,3.0,4.0,80,1.0,3,3,3.0,2,2,1,2,0,34788
7017,38,Travel_Rarely,395,Sales,9,3.0,Marketing,2.0,Male,98,2.0,1.0,Sales Representative,2.0,Married,2899,12102,0,No,19,3.0,4.0,80,1.0,3,3,3.0,2,2,1,2,1,34788
7018,38,Travel_Rarely,395,Sales,9,3.0,Marketing,2.0,Male,98,2.0,1.0,Sales Representative,2.0,Married,2899,12102,0,No,19,3.0,4.0,80,1.0,3,3,3.0,2,2,1,2,1,34788
7019,46,Travel_Rarely,1450,Research & Development,15,2.0,Life Sciences,4.0,Male,52,3.0,5.0,Research Director,2.0,Married,19081,10849,5,No,11,3.0,1.0,80,1.0,25,2,3.0,4,2,0,3,1,228972
7020,46,Travel_Rarely,1450,Research & Development,15,2.0,Life Sciences,4.0,Male,52,3.0,5.0,Research Director,2.0,Married,19081,10849,5,No,11,3.0,1.0,80,1.0,25,2,3.0,4,2,0,3,1,228972
